Player,Team,Draft Year,Yr1 Pos Rk,Yr1 Pos PPG Rk,Yr1 Pos Tm Rk,Yr1 G,Yr1 Opps,Yr1 YTMA/G,Yr1 PPR PPG,Yr1 Rec Dom,Yr1 PPR Pts,Yr1 Snap%,Yr1 Tgts,Yr1 Tgt%,Yr1 Rush Att,Yr1 Tm Rush Att%,Yr1 Tm Opp%,Yr1 EP,Yr1 Rush EP,Yr1 Rec EP,Yr1 Yds,Yr1 Tds,Yr1 Recs,Yr1 Rec Yds,Yr1 YAC,Draft Pick,Draft Year Age,BOA 15%,Total College Touches,Total College Yds,College Yd/G,Total College Dom,College YTMA Dom,Best College YTMA Conf Adj,Best College Adj YTMA,Avg College Adj YTMA,Best College Adj YTMA Over Conf,Avg College Adj YTMA Over Conf,Best College YTMPA,Avg College YTMPA,Best College YTMA,Ave College YTMA,Best College YTMA +/- Conf Avg,Avg College YTMA +/- Conf Avg,College Rush Dom,BMI,Fourty-Time,WaSS,Number of Top 5 Pos Finishes,Number of Top 12 Pos Finishes,Number of Top 24 Pos Finishes,Yr 2 PPG
Kory Sheets,MIA,2009,161,156,6,1,1,0.08,0.50,0,0.5,,0,0,1,0.04,0.02,0.5,0.5,0,5,0,0,0,0,329,24,20,772,4155,83.1,0.444583175,1.553310887,0.262618328,1.837261504,1.363787107,0.757103048,0.402478475,1.553310887,1.140754694,1.553310887,1.140754694,0.262618328,-0.149937865,0.815679289,29.00984854,4.39,112.0044427,0,0,0,0
Brock Bolen,JAC,2009,170,170,5,2,3,0.00,0.00,0,0,,3,0.04,0,0,0.02,4.8,0,4.8,0,0,0,0,0,329,24,22,294,1509,43.11428571,0.18571298,0.703971119,-0.157317127,1.043348281,0.738963748,-0.126773732,0,0.703971119,0.441248979,0.862481315,0.580607167,-0.157317127,-0.506914805,0.325580033,,,,0,0,0,2.5
Kareem Huggins,TB,2009,170,170,7,1,0,0.00,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.4
Tony Fiammetta,CAR,2009,170,170,6,5,3,0.00,0.00,0,0,,3,0.02,0,0,0.01,4.2,0,4.2,0,0,0,0,0,128,23,,24,201,8.04,0.054601598,0.291981846,-0.669420228,0.580937973,0.297705531,-0.58918404,0,0.291981846,0.151418331,0.350378215,0.182425652,-0.669420228,-0.898181341,0.020195838,32.32356012,4.58,111.3612682,0,0,0,1.177777778
Matt Forte,CHI,2008,2,4,1,16,392,1.78,19.16,0.242961849,306.5,,76,0.15,316,0.73,,303.9,191,112.9,1238,8,63,477,,44,22,18,936,5250,122.0930233,0.48779871,2.902409639,1.375902799,3.242168675,2.208576888,2.251549219,1.217957432,2.902409639,1.702196758,2.907228916,1.842176622,1.375902799,0.494620477,0.887252592,28.62943896,4.44,111.6754855,3,8,9,13.9375
Steve Slaton,HOU,2008,7,9,1,16,327,1.68,17.24,0.108074164,275.9,,59,0.11,268,0.62,,270.6,181.8,88.8,1282,9,50,377,,89,22,19,729,4728,135.0857143,0.248460271,2.187536214,1.55122897,3.242105263,2.481352349,2.065630436,1.304877522,2.768421053,1.967304626,2.768421053,2.136953675,1.55122897,0.919761593,0.399963266,29.09155049,4.45,100.474575,0,1,1,15.58181818
Chris Johnson,TEN,2008,11,12,1,15,313,1.66,16.79,0.128054922,251.8,,62,0.14,251,0.5,,222.3,136.4,85.9,1228,9,43,260,,24,22,18,749,4278,91.0212766,0.433441334,2.300707547,0.827977189,2.923349057,1.751724795,1.956599726,1.091809996,2.300707547,1.331307357,2.300707547,1.343068109,0.827977189,0.039458783,0.644923691,27.47567386,4.24,121.9081654,1,6,6,24.575
Kevin Smith,DET,2008,17,22,1,16,292,1.46,13.33,0.095016611,213.2,,54,0.11,238,0.68,,221.3,146.8,74.5,976,8,39,286,,64,21,18,952,5079,141.0833333,0.444935102,2.95995785,1.487227492,3.214963119,2.21308389,2.248213788,1.246334559,2.95995785,1.879631349,2.95995785,2.041289973,1.487227492,0.568559615,0.807667726,28.62943896,4.53,103.0616097,0,0,2,14.4
Tim Hightower,ARI,2008,32,42,1,16,193,0.66,9.85,0.048745372,157.6,,50,0.08,143,0.42,,186.6,113.8,72.8,399,10,34,237,,149,,,,,,,,,,,,,,,,,,,,,,,0,0,1,13.35
Jonathan Stewart,CAR,2008,33,43,2,16,201,0.96,9.77,0.014294404,156.3,,17,0.04,184,0.37,,135.7,112.1,23.6,836,10,8,47,,13,21,19,558,3180,88.33333333,0.254679522,1.899287894,0.892104984,2.046795524,1.220527387,0.979708578,0.637104808,1.899287894,1.105789439,1.899287894,1.119856031,0.892104984,0.112673121,0.460517003,33.71868321,4.46,118.7841305,0,0,3,13.2
Darren McFadden,LV,2008,42,41,1,13,151,,9.98,0.102710958,129.8,,38,0.09,113,0.25,,119.4,66.3,53.1,499,4,29,269,,4,21,18,817,4903,129.0263158,0.288653531,2.205752212,1.278405934,2.387168142,2.120763622,1.367468934,1.101064414,2.205752212,1.999796315,2.341814159,2.07941792,1.278405934,1.016009694,0.547596278,27.83784157,4.33,120.049641,0,1,2,7.266666667
Ray Rice,BAL,2008,49,59,3,13,150,0.85,7.98,0.089215686,103.8,,43,0.1,107,0.18,,111.6,52.4,59.2,435,0,33,273,,55,21,18,935,5165,135.9210526,0.443924311,2.549263873,1.33207179,2.81993205,2.186634515,1.643457223,1.010159688,2.549263873,2.096411789,2.549263873,2.096411789,1.33207179,0.879219707,0.827461199,30.25757196,4.42,104.2783125,3,4,5,20.63125
Peyton Hillis,DEN,2008,51,19,1,7,87,1.18,14.60,0.059409952,102.2,,19,0.03,68,0.18,,74.3,44.9,29.4,343,5,14,179,,227,22,18,321,2154,50.09302326,0.188756113,1.00625407,0.171752461,1.614718615,1.165244225,0.595019407,0.573611427,1.034632035,0.703700482,1.034632035,0.753721286,0.171752461,-0.109158287,0.171720186,31.66389562,4.64,103.5545809,1,1,1,1.73
Tashard Choice,DAL,2008,53,51,3,11,122,1.01,8.97,0.043838863,98.7,,30,0.06,92,0.23,,89.5,49.3,40.2,472,2,21,185,,122,23,20,737,3746,93.65,0.300447811,1.75357792,1.166990209,2.018421053,1.556761094,1.035717242,0.966258968,1.769144144,1.074043976,1.904385965,1.25991876,1.166990209,0.447021529,0.579494047,30.84900804,4.48,106.7471772,0,0,0,5.54
Jamaal Charles,KC,2008,54,75,2,16,107,0.68,5.99,0.10293316,95.9,,40,0.07,67,0.18,,90.9,33.4,57.5,357,0,27,272,,73,21,18,582,3867,101.7631579,0.354831537,2.063564132,1.024162475,2.289443814,1.769703762,1.197708306,0.677968255,2.063564132,1.516820277,2.063564132,1.550796955,1.024162475,0.511395299,0.679693195,27.89408513,4.38,108.6834834,2,5,5,15.84666667
BenJarvus Green-Ellis,NE,2008,67,58,3,8,80,0.60,8.03,0.009762533,64.2,,6,0.01,74,0.14,,58.7,49.5,9.2,275,5,3,37,,329,23,18,949,4117,87.59574468,0.368666348,1.48627451,0.422866284,1.48627451,1.416930145,0.466575302,0.397230937,1.48627451,1.342143703,1.48627451,1.342143703,0.422866284,0.24968922,0.737332696,30.54402322,4.6,97.82340686,0,0,2,2.071428571
Felix Jones,DAL,2008,78,48,2,5,32,0.93,9.52,0.002369668,47.6,,2,0,30,0.07,,27,24.4,2.6,266,3,2,10,,22,21,19,425,3339,87.86842105,0.191755648,1.516536331,0.48957594,1.683313033,1.516670329,0.663613825,0.496971121,1.552984166,1.36023057,1.552984166,1.36023057,0.48957594,0.296822344,0.345661213,29.70113797,4.44,106.5291497,0,0,1,8.385714286
Jacob Hester,LAC,2008,80,74,3,7,32,0.47,6.09,0.037467263,42.6,,13,0.03,19,0.05,,34.7,14.1,20.6,95,1,12,91,,69,23,21,413,2155,48.97727273,0.197205329,1.174927114,0.31204754,1.362116992,0.932977747,0.342417784,0.300329162,1.174927114,0.612837218,1.174927114,0.657578505,0.31204754,-0.205301068,0.36036522,31.5203162,4.61,100.0771049,0,0,0,1.709090909
Mike Tolbert,LAC,2008,83,85,4,9,28,0.41,4.42,0.057477268,39.8,,15,0.03,13,0.03,,30.4,6.2,24.2,37,0,13,171,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,2,5.769230769
Chad Simpson,IND,2008,109,93,5,4,19,0.31,4.13,0.007202881,16.5,,4,0.01,15,0.04,,13.6,7.9,5.7,45,1,3,30,,329,23,,0,0,0,0,0,-1.217192083,0,0,-1.176474827,0,0,,0,,-1.217192083,-1.217192083,0,31.89733455,4.4,115.2585206,0,0,0,2.407692308
Lance Ball,IND,2008,111,15,1,1,14,1.47,15.80,0.00120048,15.8,,1,0,13,0.04,,10.9,9.6,1.3,83,1,1,5,,329,23,20,581,2727,73.7027027,0.241684202,1.175182961,0.354800711,1.553984576,1.239555331,0.608696634,0.294267388,1.357326478,1.139973242,1.357326478,1.139973242,0.354800711,0.137447475,0.507527562,,,,0,0,0,0
Jerome Felton,DET,2008,113,124,3,7,11,0.15,2.10,0.017607973,14.7,,9,0.02,2,0.01,,12.6,0.8,11.8,4,0,9,53,,146,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.575
James Johnson,CIN,2008,114,83,3,3,16,0.43,4.53,0.017556967,13.6,,7,0.01,9,0.02,,14.3,3.8,10.5,29,0,6,47,,329,24,22,315,1818,90.9,0.319847409,1.558166863,0.683848132,1.816686251,1.517718126,0.811880526,0.512912401,1.558166863,1.097736281,1.558166863,1.296894312,0.683848132,0.422575581,0.607578029,,,,0,0,0,0.908333333
Ryan Torain,DEN,2008,117,72,5,2,15,0.55,6.45,0,12.9,,0,0,15,0.04,,13.4,13.4,0,69,1,0,0,,139,22,20,358,2087,109.8421053,0.241444806,1.214553596,0.720527933,1.974698795,1.974698795,0.90761185,0.90761185,1.727710843,1.214553596,1.727710843,1.623701465,0.720527933,0.616518555,0.404490213,29.28910345,4.61,98.3058287,0,0,0,0
Mike Cox,KC,2008,122,143,5,8,14,0.04,1.46,0.005671642,11.7,,13,0.02,1,0,,21.2,3.4,17.8,-2,0,8,19,,329,23,,18,140,10.76923077,0.014459835,0.16374269,-0.500878537,0.39194282,0.39194282,-0.590760991,0,0.16374269,0.16374269,0.236517219,0.151760862,-0.500878537,-0.585634894,0.009856263,,,,0,0,0,2.218181818
Owen Schmitt,SEA,2008,126,131,5,6,13,0.15,1.83,0.010017271,11,,8,0.02,5,0.01,,13.4,2.3,11.1,21,0,6,29,,163,23,,192,1291,33.97368421,0.079190089,0.51613351,0.047727144,0.701315789,0.65164504,-0.475159037,0,0.581578947,0.533851803,0.581578947,0.533851803,0.047727144,1.85037E-17,0.106354611,31.71263563,4.73,98.69209906,0,0,0,1.7625
Clifton Smith,TB,2008,127,125,5,5,13,0.20,2.08,0.006335797,10.4,,5,0.01,8,0.02,,11,3.9,7.1,40,0,4,24,,329,23,22,133,977,36.18518519,0.177751769,1.300932091,0.703077098,1.769640479,1.769640479,0.76493007,0.76493007,1.300932091,1.300932091,1.300932091,1.300932091,0.703077098,-0.27262197,0.290606783,,,,0,0,0,0.31
Rashard Mendenhall,PIT,2008,128,108,3,3,22,0.42,3.17,0.004713058,9.5,,3,0.01,19,0.04,,13.4,9.4,4,58,0,2,17,,23,21,19,447,3103,88.65714286,0.349830018,2.246067416,1.124566677,2.603370787,1.466691019,1.538422939,0.874418705,2.246067416,1.225854797,2.246067416,1.238261745,1.124566677,0.116761006,0.560291038,32.28384562,4.41,118.9756691,0,1,3,13.11875
Dantrell Savage,KC,2008,139,120,4,3,17,0.31,2.43,0,7.3,,2,0,15,0.04,,10.6,8.2,2.4,53,0,2,0,,329,23,21,376,2351,106.8636364,0.241974378,1.667755991,0.968916822,2.304416716,1.760170033,1.212681209,0.668434525,1.667755991,1.348307105,2.008318479,1.612120914,0.968916822,0.572719257,0.404519169,28.43299476,4.53,88.81346092,0,0,0,3.32
Kregg Lumpkin,GB,2008,140,68,3,1,4,0.67,7.10,0.005440158,7.1,,3,0.01,1,0,,4.9,0.8,4.1,19,0,3,22,,329,24,19,383,1909,46.56097561,0.114080043,0.635907987,0.062851718,1.375166889,0.92880466,0.356523844,0.356523844,1.220293725,0.586171142,1.220293725,0.660028363,0.062851718,-0.497413643,0.207133057,31.5203162,4.68,94.22258664,0,0,0,0
Tim Castille,ARI,2008,146,149,4,4,4,0.05,1.28,0.002262443,5.1,,4,0.01,0,0,,5.3,0,5.3,0,0,4,11,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.866666667
Mike Hart,IND,2008,151,130,6,2,3,0.23,1.85,0.004321729,3.7,,1,0,2,0.01,,2.3,0.8,1.5,9,0,1,18,,202,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.85
Chauncey Washington,JAC,2008,154,155,6,3,5,0.10,0.93,0.002484129,2.8,,1,0,4,0.01,,3.6,2.1,1.5,9,0,1,9,,213,23,21,380,1871,62.36666667,0.224215335,1.005186722,0.081769372,1.092831962,1.090892122,0.025745017,0.023805177,1.005186722,0.687702066,1.088952282,0.755288298,0.081769372,-0.251894613,0.441652244,29.42825981,4.45,107.6149001,0,0,0,0
Olaniyi Sobomehin,NO,2008,154,115,6,1,3,0.12,2.80,0.001579779,2.8,,3,0,0,0,,8,0,8,0,0,2,8,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jalen Parmele,BAL,2008,155,117,4,1,2,0.42,2.70,0,2.7,,0,0,2,0,,1,1,0,27,0,0,0,,176,22,20,622,3404,81.04761905,0.29453534,1.859531773,0.992786816,2.034559643,1.105723687,0.995167886,0.807433519,1.859531773,0.974848528,1.859531773,1.023689208,0.992786816,0.156944252,0.538292351,31.24137535,4.47,112.2142268,0,0,0,0.566666667
Jason Davis,CHI,2008,157,153,6,2,4,0.10,1.10,0.003716321,2.2,,3,0.01,1,0,,7.8,3.5,4.3,0,0,1,12,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Xavier Omon,BUF,2008,165,166,5,2,6,0.04,0.25,0,0.5,,0,0,6,0.01,,6.5,6.5,0,5,0,0,0,,179,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.733333333
Adrian Peterson,MIN,2007,5,5,1,14,265,1.99,18.42,0.133134243,257.9,,28,0.07,237,0.48,,160.4,123.2,37.2,1341,12,19,268,,7,22,19,757,4181,134.8709677,0.438084736,1.965043396,2.556831156,4.272878536,2.591972175,3.176811027,1.495904666,2.019937041,1.763198665,3.820299501,2.441112497,2.556831156,1.177644151,0.828087986,28.62943896,4.4,115.7921249,5,7,9,16.84375
Marshawn Lynch,BUF,2007,16,17,1,13,307,1.81,15.10,0.064743139,196.3,,26,0.06,280,0.63,,196.3,157.7,36.4,1115,7,18,184,,12,21,18,558,3830,109.4285714,0.363454001,2.036275695,1.179310213,2.432889964,1.948819268,1.39083287,0.906762174,2.036275695,1.577418532,2.098492462,1.717033272,1.179310213,0.797851023,0.597090261,29.98614152,4.46,108.6748428,3,4,7,15.64
Ryan Grant,GB,2007,17,20,1,14,225,1.30,13.44,0.032503923,188.1,,37,0.06,188,0.49,,162.2,108.1,54.1,956,8,30,145,,329,,,,,,,,,,,,,,,,,,,,,,,0,1,3,11.24375
Adrian Peterson,CHI,2007,25,39,2,16,217,0.95,10.40,0.113544201,166.45,,65,0.12,151,0.36,,187.7,91.6,91.6,510,3,51,420,,7,22,19,757,4181,134.8709677,0.438084736,1.965043396,2.556831156,4.272878536,2.591972175,3.176811027,1.495904666,2.019937041,1.763198665,3.820299501,2.441112497,2.556831156,1.177644151,0.828087986,28.62943896,4.4,115.7921249,5,7,9,16.84375
Selvin Young,DEN,2007,32,46,2,15,182,1.10,9.20,0.062366738,138,,43,0.08,139,0.32,,141.4,81.1,60.3,736,1,35,234,,329,23,22,303,1437,29.32653061,0.163554026,0.872135103,-0.318655318,1.117310012,0.662787868,0.021242503,0.021242503,0.872135103,0.431877479,0.944813028,0.631460854,-0.318655318,-0.758299662,0.288794146,28.87037811,4.58,94.08890821,0,0,0,5.1125
Kenton Keith,IND,2007,50,66,2,16,144,0.61,6.13,0.034081376,98,,23,0.04,121,0.27,,105.1,70.1,35,533,3,13,77,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Kolby Smith,KC,2007,52,40,2,9,141,1.07,9.94,0.043085881,89.5,,29,0.05,112,0.29,,96.3,54.6,41.7,407,2,22,148,,148,22,21,369,2393,61.35897436,0.159005434,1.256111758,0.06484775,1.508731083,1.026433883,0.334332012,0.244615381,1.256111758,0.705357614,1.256111758,0.840353224,0.06484775,-0.262066296,0.289231027,30.68349365,4.5,107.3007164,0,0,0,4.457142857
Brian Leonard,LAR,2007,56,78,2,15,125,0.53,5.24,0.051491277,78.6,,39,0.07,86,0.21,,98.1,44,54.1,303,0,30,183,,52,23,19,885,4643,98.78723404,0.291729009,1.298184879,0.495852557,2.402048656,2.040383801,1.227649585,0.86598473,1.674775928,1.414650928,1.687116564,1.452994486,0.495852557,0.261730478,0.484950675,29.81683505,4.52,108.2890879,0,0,0,0.7
Pierre Thomas,NO,2007,60,60,3,9,73,0.69,7.92,0.05202777,71.3,,21,0.03,52,0.13,,61.8,31.3,30.5,252,1,17,151,,329,22,19,507,2944,77.47368421,0.254705823,1.223349816,0.361873315,1.625238745,1.403423764,0.543399195,0.321584213,1.347885402,0.958542646,1.482673943,1.091812431,0.361873315,-0.028988197,0.445249105,,,,0,0,4,13.85
Fred Jackson,BUF,2007,61,52,2,8,88,1.10,8.88,0.066854328,71,,30,0.07,58,0.13,,76,29.8,46.2,300,0,22,190,,329,,,,,,,,,,,,,,,,,,,,,,,0,1,5,9.586666667
Lorenzo Booker,MIA,2007,65,25,2,5,64,1.20,12.84,0.079824857,64.2,,36,0.07,28,0.07,,68,16.2,51.8,125,0,28,237,,71,23,20,611,3384,70.5,0.215402895,1.303144654,0.547994018,1.831446541,1.346822957,0.886158599,0.603554078,1.303144654,1.007040636,1.303144654,1.042513608,0.547994018,0.246776437,0.361704111,27.40539784,4.46,96.54369758,0,0,0,1.377777778
Brandon Jackson,GB,2007,67,65,3,9,97,0.73,6.86,0.029141448,61.7,,22,0.04,75,0.19,,76.6,45.7,30.9,267,1,16,130,,63,21,20,238,1356,45.2,0.264752159,1.472850679,0.412566323,1.826923077,1.826923077,0.830826821,0.830826821,1.472850679,0.769965712,1.472850679,0.803506085,0.412566323,-0.524613633,0.452453909,30.13158925,4.54,98.86120028,0,0,1,6.1
DeShawn Wynn,GB,2007,71,55,2,7,64,0.65,8.66,0.016364044,60.6,,14,0.02,50,0.13,,50.3,30.1,20.2,203,4,9,73,,228,23,19,469,2322,54,0.181489429,0.892434855,0.33182886,1.251493033,0.879544763,0.234642153,0.234642153,0.9513382,0.697707107,1.03782349,0.801780584,0.33182886,0.095785954,0.323181064,33.28823193,4.47,116.2218778,0,0,0,7.666666667
Darius Walker,HOU,2007,73,19,1,4,73,1.49,13.88,0.020951888,55.5,,15,0.03,58,0.14,,57.2,36.5,20.7,264,1,13,81,,329,21,18,792,3991,110.8611111,0.427225716,2.036855037,0.498931166,2.517199017,1.885766428,1.545434996,0.914002407,2.036855037,1.567714134,2.036855037,1.596938897,0.498931166,0.059015026,0.783990642,29.55765421,4.55,96.12838132,0,0,0,0
Andre Hall,DEN,2007,82,57,3,5,46,0.97,8.50,0.018390192,42.5,,2,0,44,0.1,,30.5,27.8,2.7,216,2,2,69,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.842857143
Chris Henry,TEN,2007,89,69,3,6,38,0.46,5.87,0.017224569,35.2,,7,0.02,31,0.06,,28.6,17.3,11.3,119,2,6,53,,50,22,21,200,811,35.26086957,0.353047394,1.076071923,0.254714394,1.471142965,1.471142965,0.429085871,0.429085871,1.076071923,0.560576945,1.173896643,0.722194223,0.254714394,-0.437719434,0.601873224,32.0781979,4.4,122.7289803,0,0,0,0.3
Garrett Wolfe,CHI,2007,93,107,3,10,44,0.33,2.92,0.03163017,29.2,,13,0.02,31,0.07,,34.6,15.1,19.5,85,0,9,117,,93,23,20,865,5752,174.3030303,0.531756473,2.868247694,1.43123195,3.450980392,3.03786034,2.401872462,1.988752409,2.868247694,2.431136306,3.072463768,2.751442026,1.43123195,1.110210207,0.984007133,29.13145407,4.39,100.157819,0,0,0,1.38
Ahmad Bradshaw,NYG,2007,94,86,4,6,28,0.53,4.70,0.003547148,28.2,,5,0.01,23,0.05,,18.6,12.5,6.1,190,1,2,12,,250,21,18,645,3679,111.4848485,0.448428596,2.425844347,1.519231477,2.615271659,2.049623018,1.648522328,1.082873687,2.425844347,1.674664369,2.425844347,1.728411781,1.519231477,0.958872658,0.805652252,29.23922334,4.55,92.3952403,0,1,4,5.154545455
Kyle Eckel,NE,2007,98,94,4,6,34,0.25,3.77,0.001236094,22.6,,1,0,33,0.07,,29.8,28.6,1.2,90,2,1,6,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.975
Le'Ron McClain,BAL,2007,100,124,5,12,21,0.10,1.86,0.055087899,22.3,,13,0.02,8,0.02,,24.1,3.6,20.5,18,0,9,55,,137,22,,74,484,13.44444444,0.068116313,0.290754258,-0.508508988,0.503649635,0.348811473,-0.506475903,0,0.290754258,0.204208003,0.290754258,0.211298516,-0.508508988,-0.58796473,0.04508612,33.774822,4.75,100.5762694,0,0,1,11.71875
Antonio Pittman,LAR,2007,106,118,4,9,47,0.28,2.04,0.004220597,18.4,,9,0.02,38,0.09,,32.2,20.5,11.7,139,0,3,15,,107,21,19,588,3233,92.37142857,0.288579178,1.790766085,0.792019885,2.119230769,1.521655433,1.037391219,0.890045773,1.912820513,1.366398404,1.912820513,1.400909274,0.792019885,0.280108646,0.560486097,28.87037811,4.4,110.4560822,0,0,0,6.755555556
Clifton Dawson,IND,2007,113,102,4,5,39,0.25,3.18,0.003595398,15.9,,9,0.02,30,0.07,,27.8,16.3,11.5,64,1,2,15,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Dwayne Wright,BUF,2007,119,136,4,10,32,0.20,1.41,0.005981703,14.1,,3,0.01,29,0.07,,17.5,13.5,4,94,0,3,17,,111,24,20,550,3049,108.8928571,0.398147029,2.280487805,1.233098001,2.579945799,1.962054118,1.58026969,0.962378008,2.280487805,1.23898551,2.280487805,1.6347921,1.233098001,0.587402296,0.70682488,31.79925705,4.66,96.69882031,0,0,0,0
Korey Hall,GB,2007,122,125,5,7,11,0.12,1.84,0.010984084,12.9,,11,0.02,0,0,,15.6,0,15.6,0,0,8,49,,192,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.36
Jackie Battle,KC,2007,125,68,3,2,19,0.44,6.05,0.001164483,12.1,,5,0.01,14,0.04,,15.2,8,7.2,47,1,1,4,,329,23,22,392,1911,46.6097561,0.225377989,1.035126235,0.124669486,1.11475133,0.747417282,0.124131874,0.124131874,1.035126235,0.686696939,1.11475133,0.747417282,0.124669486,-0.441265477,0.450755979,,,,0,0,0,0.8
Deon Anderson,DAL,2007,129,71,3,2,6,0.46,5.75,0.012820513,11.5,,6,0.01,0,0,,8.2,0,8.2,0,0,6,55,,185,24,,157,802,17.82222222,0.060476,0.26723375,0.072826551,0.503448276,0.378315505,-0.670950794,0,0.290598291,0.236519839,0.32,0.255395654,0.072826551,6.93889E-18,0.039167159,33.89131344,4.73,97.09384644,0,0,0,2.25
Jason Snelling,ATL,2007,130,127,3,6,13,0.12,1.72,0,10.3,,0,0,13,0.03,,9.2,9.2,0,43,1,0,0,,244,23,22,355,2060,55.67567568,0.339596169,1.510028653,0.559487324,2.088043761,1.337815897,1.105339951,0.570270035,1.510028653,0.676371284,1.647303985,0.835662317,0.559487324,-0.126407867,0.604470556,32.0781979,4.79,87.38075202,0,0,0,2.8875
Gilbert Harris,KC,2007,133,122,5,4,13,0.20,1.93,0.011062591,7.7,,4,0.01,9,0.02,,11.6,6,5.6,9,0,3,38,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Tony Hunt,PHI,2007,134,134,5,5,10,0.05,1.52,0,7.6,,0,0,10,0.02,,9.5,9.5,0,16,1,0,0,,90,21,18,706,4009,111.3611111,0.457514973,2.008547009,0.887746381,2.324786325,2.080117561,1.242946774,0.998278011,2.008547009,1.726894238,2.008547009,1.726894238,0.887746381,0.606093611,0.740203089,29.9151583,4.68,97.14098534,0,0,0,4.275
Alex Haynes,CAR,2007,136,133,3,3,6,0.09,1.57,0.004796163,4.7,,3,0.01,3,0.01,,7.9,1.5,6.4,3,0,3,14,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Kenneth Darby,TB,2007,138,88,5,1,5,0.42,4.50,0.004412576,4.5,,3,0.01,2,0,,4.8,1,3.8,9,0,2,16,,246,24,21,754,3586,77.95652174,0.220832342,1.485022184,0.996815186,1.968627451,1.255326564,0.958501913,0.561494046,1.796078431,1.149078711,1.796078431,1.172651596,0.996815186,0.37338835,0.436051554,30.27507301,4.75,82.89684702,0,0,0,7.328571429
Chris Barclay,TEN,2007,141,148,5,4,4,0.06,0.90,0.004224894,3.6,,3,0.01,1,0,,4.8,0.7,4.1,3,0,2,13,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Naufahu Tahi,MIN,2007,142,144,5,3,7,0.13,1.07,0.002389078,3.2,,1,0,6,0.01,,4.4,3,1.4,15,0,1,7,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.641666667
Reagan Maui'a,MIA,2007,143,152,7,5,7,0.03,0.60,0.001684069,3,,3,0.01,4,0.01,,7.4,1.6,5.8,5,0,2,5,,181,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Byron Storer,TB,2007,146,149,7,3,3,0.02,0.77,0.000827358,2.3,,3,0.01,0,0,,4.7,0,4.7,0,0,2,3,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Gary Russell,PIT,2007,149,145,5,2,7,0.18,1.05,0,2.1,,0,0,7,0.01,,3.2,3.2,0,21,0,0,0,,329,20,18,202,1298,108.1666667,0.274415739,1.532467532,0.411666905,1.73081464,1.73081464,0.64897509,0.64897509,1.532467532,1.532467532,1.532467532,1.532467532,0.411666905,0.411666905,0.492252531,32.85778066,4.77,88.46917184,0,0,0,2.944444444
Oren O'Neal,LV,2007,155,143,5,1,1,,1.10,0.000345662,1.1,,1,0,0,0,,1.5,0,1.5,0,0,1,1,,175,23,,57,281,8.78125,0.020279607,0.147072999,0,0.302790347,0.14339224,-0.659653902,0,0.220211161,0.098523909,0.302790347,0.151905082,0,0,0.059444012,,,,0,0,0,0
Maurice Jones-Drew,JAC,2006,8,9,1,16,228,1.44,17.11,0.20130719,273.7,,62,0.14,166,0.32,,192.9,108.1,84.8,941,13,46,436,,60,,,,,,,,,,,,,,,,,,,,,,,3,4,7,14.1
Reggie Bush,NO,2006,9,10,1,16,277,1.24,16.54,0.197434789,264.7,,121,0.21,155,0.33,,263.5,93.8,169.5,565,6,88,742,,2,21,19,528,4470,114.6153846,0.266240058,2.342133052,1.234982989,2.8468849,2.124260548,1.801376641,1.078752289,2.342133052,1.641458766,2.342133052,1.661359263,1.234982989,0.554209201,0.44373673,28.03355556,4.37,110.2301263,0,3,5,17.9
Joseph Addai,IND,2006,14,20,1,16,276,1.41,14.26,0.090614334,228.1,,50,0.09,226,0.52,,220.5,145,75.5,1076,7,40,325,,30,23,21,548,3190,66.45833333,0.25153852,1.286556604,0.346410924,1.592964824,1.183155648,0.583167627,0.536095592,1.286556604,0.931631904,1.286556604,0.98458076,0.346410924,0.04443508,0.449443174,29.84667109,4.4,114.1913121,1,2,3,18.44
